id,name,category,description,calories,protein,carbs,fat,fiber,vitamins,minerals,source,frida_id,is_active
frida-1153,"Letmælkskefir",mejeriprodukter,"Letmælkskefir fra Frida DTU database",48,4,3.78,1.59,,"{""A"":15.17,""D"":0.04,""E"":0.04,""B1"":0.438,""B2"":0.174,""B3"":0.09,""B6"":0.049,""Folate"":11.5,""C"":1.3}","{""sodium"":43,""potassium"":153,""calcium"":121,""magnesium"":12,""iron"":0.03,""zinc"":0.41,""selenium"":1.3,""phosphor"":96}",frida_dtu,1153,true
frida-1154,"Letmælk  økologisk",mejeriprodukter,"Letmælk  økologisk fra Frida DTU database",47.3,3.38,4.6,1.5,,"{""A"":19,""D"":0.05,""E"":0.04,""B1"":0.38,""B2"":0.18,""B3"":0.09,""B6"":0.05}","{""sodium"":36,""potassium"":161,""calcium"":126,""magnesium"":12,""iron"":0.01,""zinc"":0.37,""selenium"":2.3,""phosphor"":97}",frida_dtu,1154,true
frida-1156,"Dressing  olie-eddike",fedtstoffer,"Dressing  olie-eddike fra Frida DTU database",350.3,0.56,7.8,34.3,,"{""A"":0.4,""E"":3.48}","{""sodium"":1054,""potassium"":88,""calcium"":14,""magnesium"":6,""iron"":0.27,""zinc"":0.15}",frida_dtu,1156,true
frida-1157,"Muskatnød  hel",andre,"Muskatnød  hel fra Frida DTU database",506.59,6,4,36.31,,"{""A"":2.67,""D"":0,""E"":0,""B1"":0,""B2"":0.057,""B3"":1.3,""B6"":0.16,""Folate"":76,""C"":3}","{""sodium"":16,""potassium"":350,""calcium"":184,""magnesium"":183,""iron"":3,""zinc"":2.15,""selenium"":2,""phosphor"":213}",frida_dtu,1157,true
frida-1158,"Rullepølse  pålæg",andre,"Rullepølse  pålæg fra Frida DTU database",272.26,15.3,,23.13,,"{""A"":0,""D"":0.28,""E"":0.44,""B1"":0.54,""B2"":0.115,""B3"":4,""B6"":0.21,""Folate"":2.2,""C"":23}","{""sodium"":1160,""potassium"":206,""calcium"":7,""magnesium"":16,""iron"":1,""zinc"":1.59,""selenium"":8,""phosphor"":229}",frida_dtu,1158,true
frida-1159,"Rosenkål  vinter (januar til april)  rå",grøntsager,"Rosenkål  vinter (januar til april)  rå fra Frida DTU database",50.7,4.4,4.4,0.5,,"{""A"":0,""D"":0,""B3"":0.83,""B1"":0,""C"":101}","{""sodium"":8}",frida_dtu,1159,true
frida-1160,"Kørvel  rå",andre,"Kørvel  rå fra Frida DTU database",21,2.2,1,1,,"{""A"":245,""D"":0,""E"":2.9,""B1"":0,""B2"":0,""B3"":1.5,""B6"":0.026,""Folate"":176,""C"":37}","{""sodium"":10,""potassium"":597,""calcium"":400,""magnesium"":34,""iron"":1.6,""zinc"":1.1,""selenium"":0.1,""phosphor"":41}",frida_dtu,1160,true
frida-1161,"Pølse  bratwurst  thüringer",andre,"Pølse  bratwurst  thüringer fra Frida DTU database",282.9,14.4,0.6,24.5,,"{""A"":0,""D"":0.5,""B1"":1,""B2"":0.148,""B3"":3,""B6"":0,""Folate"":4.8,""C"":0}","{""sodium"":885,""potassium"":229,""calcium"":22,""magnesium"":16,""iron"":0.81,""zinc"":2.6,""selenium"":7.3,""phosphor"":224}",frida_dtu,1161,true
frida-1162,"Jordnøddesmør",mejeriprodukter,"Jordnøddesmør fra Frida DTU database",636.9,22.6,12.18,53.7,,"{""A"":0,""D"":0,""E"":4.7,""B1"":0,""B2"":0.1,""B3"":15,""B6"":0.5,""Folate"":16,""C"":0}","{""sodium"":350,""potassium"":700,""calcium"":37,""magnesium"":180,""iron"":2.1,""zinc"":3,""selenium"":6.9,""phosphor"":330}",frida_dtu,1162,true
frida-1163,"Pølse  krakowpølse",andre,"Pølse  krakowpølse fra Frida DTU database",284,15.2,,24.8,,"{""A"":0,""D"":0.48,""C"":0}","{""sodium"":982,""potassium"":240,""iron"":1.02,""zinc"":2}",frida_dtu,1163,true
